game_id,home_team,away_team,home_score,away_score,true_percentage
2019_21_SF_KC,KC,SF,31,20,65
2020_01_ARI_SF,SF,ARI,20,24,83
2020_01_CHI_DET,DET,CHI,23,27,85
2020_01_CLE_BAL,BAL,CLE,38,6,16
2020_01_DAL_LA,LA,DAL,20,17,85
2020_01_GB_MIN,MIN,GB,34,43,79
2020_01_HOU_KC,KC,HOU,34,20,59
2020_01_IND_JAX,JAX,IND,27,20,74
2020_01_LAC_CIN,CIN,LAC,13,16,81
2020_01_LV_CAR,CAR,LV,30,34,88
2020_01_MIA_NE,NE,MIA,21,11,52
2020_01_NYJ_BUF,BUF,NYJ,27,17,63
2020_01_PHI_WAS,WAS,PHI,27,17,63
2020_01_PIT_NYG,NYG,PIT,16,26,62
2020_01_SEA_ATL,ATL,SEA,25,38,66
2020_01_TB_NO,NO,TB,34,23,68
2020_01_TEN_DEN,DEN,TEN,14,16,88
2020_02_ATL_DAL,DAL,ATL,40,39,98
2020_02_BAL_HOU,HOU,BAL,16,33,48
2020_02_BUF_MIA,MIA,BUF,28,31,90
2020_02_CAR_TB,TB,CAR,31,17,55
2020_02_CIN_CLE,CLE,CIN,35,30,86
2020_02_DEN_PIT,PIT,DEN,26,21,81
2020_02_DET_GB,GB,DET,42,21,50
2020_02_JAX_TEN,TEN,JAX,33,30,91
2020_02_KC_LAC,LAC,KC,20,23,87
2020_02_LA_PHI,PHI,LA,19,37,51
2020_02_MIN_IND,IND,MIN,28,11,39
2020_02_NE_SEA,SEA,NE,35,30,86
2020_02_NO_LV,LV,NO,34,24,71
2020_02_NYG_CHI,CHI,NYG,17,13,76
2020_02_SF_NYJ,NYJ,SF,13,31,42
2020_02_WAS_ARI,ARI,WAS,30,15,50
2020_03_CAR_LAC,LAC,CAR,16,21,76
2020_03_CHI_ATL,ATL,CHI,26,30,87
2020_03_CIN_PHI,PHI,CIN,23,23,100
2020_03_DAL_SEA,SEA,DAL,38,31,82
2020_03_DET_ARI,ARI,DET,23,26,88
2020_03_GB_NO,NO,GB,30,37,81
2020_03_HOU_PIT,PIT,HOU,28,21,75
2020_03_KC_BAL,BAL,KC,20,34,59
2020_03_LA_BUF,BUF,LA,35,32,91
2020_03_LV_NE,NE,LV,36,20,56
2020_03_MIA_JAX,JAX,MIA,13,31,42
2020_03_NYJ_IND,IND,NYJ,36,7,19
2020_03_SF_NYG,NYG,SF,9,36,25
2020_03_TB_DEN,DEN,TB,10,28,36
2020_03_TEN_MIN,MIN,TEN,30,31,97
2020_03_WAS_CLE,CLE,WAS,34,20,59
2020_04_ARI_CAR,CAR,ARI,31,21,68
2020_04_ATL_GB,GB,ATL,30,16,53
2020_04_BAL_WAS,WAS,BAL,17,31,55
2020_04_BUF_LV,LV,BUF,23,30,77
2020_04_CLE_DAL,DAL,CLE,38,49,78
2020_04_DEN_NYJ,NYJ,DEN,28,37,76
2020_04_IND_CHI,CHI,IND,11,19,58
2020_04_JAX_CIN,CIN,JAX,33,25,76
2020_04_LAC_TB,TB,LAC,38,31,82
2020_04_MIN_HOU,HOU,MIN,23,31,74
2020_04_NE_KC,KC,NE,26,10,38
2020_04_NO_DET,DET,NO,29,35,83
2020_04_NYG_LA,LA,NYG,17,9,53
2020_04_PHI_SF,SF,PHI,20,25,80
2020_04_SEA_MIA,MIA,SEA,23,31,74
2020_05_ARI_NYJ,NYJ,ARI,10,30,33
2020_05_BUF_TEN,TEN,BUF,42,16,38
2020_05_CAR_ATL,ATL,CAR,16,23,70
2020_05_CIN_BAL,BAL,CIN,27,3,11
2020_05_IND_CLE,CLE,IND,32,23,72
2020_05_JAX_HOU,HOU,JAX,30,14,47
2020_05_LA_WAS,WAS,LA,10,30,33
2020_05_LAC_NO,NO,LAC,30,27,90
2020_05_LV_KC,KC,LV,32,40,80
2020_05_MIA_SF,SF,MIA,17,43,40
2020_05_MIN_SEA,SEA,MIN,27,26,96
2020_05_NYG_DAL,DAL,NYG,37,34,92
2020_05_PHI_PIT,PIT,PHI,38,29,76
2020_05_TB_CHI,CHI,TB,20,19,95
2020_06_ARI_DAL,DAL,ARI,10,38,26
2020_06_ATL_MIN,MIN,ATL,23,40,58
2020_06_BAL_PHI,PHI,BAL,28,30,93
2020_06_CHI_CAR,CAR,CHI,16,23,70
2020_06_CIN_IND,IND,CIN,31,27,87
2020_06_CLE_PIT,PIT,CLE,38,7,18
2020_06_DEN_NE,NE,DEN,12,18,67
2020_06_DET_JAX,JAX,DET,16,34,47
2020_06_GB_TB,TB,GB,38,10,26
2020_06_HOU_TEN,TEN,HOU,42,36,86
2020_06_KC_BUF,BUF,KC,17,26,65
2020_06_LA_SF,SF,LA,24,16,67
2020_06_NYJ_MIA,MIA,NYJ,24,0,0
2020_06_WAS_NYG,NYG,WAS,20,19,95
2020_07_BUF_NYJ,NYJ,BUF,10,18,56
2020_07_CAR_NO,NO,CAR,27,24,89
2020_07_CHI_LA,LA,CHI,24,10,42
2020_07_CLE_CIN,CIN,CLE,34,37,92
2020_07_DAL_WAS,WAS,DAL,25,3,12
2020_07_DET_ATL,ATL,DET,22,23,96
2020_07_GB_HOU,HOU,GB,20,35,57
2020_07_JAX_LAC,LAC,JAX,39,29,74
2020_07_KC_DEN,DEN,KC,16,43,37
2020_07_NYG_PHI,PHI,NYG,22,21,95
2020_07_PIT_TEN,TEN,PIT,24,27,89
2020_07_SEA_ARI,ARI,SEA,37,34,92
2020_07_SF_NE,NE,SF,6,33,18
2020_07_TB_LV,LV,TB,20,45,44
2020_08_ATL_CAR,CAR,ATL,17,25,68
2020_08_DAL_PHI,PHI,DAL,23,9,39
2020_08_IND_DET,DET,IND,21,41,51
2020_08_LA_MIA,MIA,LA,28,17,61
2020_08_LAC_DEN,DEN,LAC,31,30,97
2020_08_LV_CLE,CLE,LV,6,16,38
2020_08_MIN_GB,GB,MIN,22,28,79
2020_08_NE_BUF,BUF,NE,24,21,88
2020_08_NO_CHI,CHI,NO,23,26,88
2020_08_NYJ_KC,KC,NYJ,35,9,26
2020_08_PIT_BAL,BAL,PIT,24,28,86
2020_08_SF_SEA,SEA,SF,37,27,73
2020_08_TB_NYG,NYG,TB,23,25,92
2020_08_TEN_CIN,CIN,TEN,31,20,65
2020_09_BAL_IND,IND,BAL,10,24,42
2020_09_CAR_KC,KC,CAR,33,31,94
2020_09_CHI_TEN,TEN,CHI,24,17,71
2020_09_DEN_ATL,ATL,DEN,34,27,79
2020_09_DET_MIN,MIN,DET,34,20,59
2020_09_GB_SF,SF,GB,17,34,50
2020_09_HOU_JAX,JAX,HOU,25,27,93
2020_09_LV_LAC,LAC,LV,26,31,84
2020_09_MIA_ARI,ARI,MIA,31,34,91
2020_09_NE_NYJ,NYJ,NE,27,30,90
2020_09_NO_TB,TB,NO,3,38,8
2020_09_NYG_WAS,WAS,NYG,20,23,87
2020_09_PIT_DAL,DAL,PIT,19,24,79
2020_09_SEA_BUF,BUF,SEA,44,34,77
2020_10_BAL_NE,NE,BAL,23,17,74
2020_10_BUF_ARI,ARI,BUF,32,30,94
2020_10_CIN_PIT,PIT,CIN,36,10,28
2020_10_DEN_LV,LV,DEN,37,12,32
2020_10_HOU_CLE,CLE,HOU,10,7,70
2020_10_IND_TEN,TEN,IND,17,34,50
2020_10_JAX_GB,GB,JAX,24,20,83
2020_10_LAC_MIA,MIA,LAC,29,21,72
2020_10_MIN_CHI,CHI,MIN,13,19,68
2020_10_PHI_NYG,NYG,PHI,27,17,63
2020_10_SEA_LA,LA,SEA,23,16,70
2020_10_SF_NO,NO,SF,27,13,48
2020_10_TB_CAR,CAR,TB,23,46,50
2020_10_WAS_DET,DET,WAS,30,27,90
2020_11_ARI_SEA,SEA,ARI,28,21,75
2020_11_ATL_NO,NO,ATL,24,9,38
2020_11_CIN_WAS,WAS,CIN,20,9,45
2020_11_DAL_MIN,MIN,DAL,28,31,90
2020_11_DET_CAR,CAR,DET,20,0,0
2020_11_GB_IND,IND,GB,34,31,91
2020_11_KC_LV,LV,KC,31,35,89
2020_11_LA_TB,TB,LA,24,27,89
2020_11_MIA_DEN,DEN,MIA,20,13,65
2020_11_NE_HOU,HOU,NE,27,20,74
2020_11_NYJ_LAC,LAC,NYJ,34,28,82
2020_11_PHI_CLE,CLE,PHI,22,17,77
2020_11_PIT_JAX,JAX,PIT,3,27,11
2020_11_TEN_BAL,BAL,TEN,24,30,80
2020_12_ARI_NE,NE,ARI,20,17,85
2020_12_BAL_PIT,PIT,BAL,19,14,74
2020_12_CAR_MIN,MIN,CAR,28,27,96
2020_12_CHI_GB,GB,CHI,41,25,61
2020_12_CLE_JAX,JAX,CLE,25,27,93
2020_12_HOU_DET,DET,HOU,25,41,61
2020_12_KC_TB,TB,KC,24,27,89
2020_12_LAC_BUF,BUF,LAC,27,17,63
2020_12_LV_ATL,ATL,LV,43,6,14
2020_12_MIA_NYJ,NYJ,MIA,3,20,15
2020_12_NO_DEN,DEN,NO,3,31,10
2020_12_NYG_CIN,CIN,NYG,17,19,89
2020_12_SEA_PHI,PHI,SEA,17,23,74
2020_12_SF_LA,LA,SF,20,23,87
2020_12_TEN_IND,IND,TEN,26,45,58
2020_12_WAS_DAL,DAL,WAS,16,41,39
2020_13_BUF_SF,SF,BUF,24,34,71
2020_13_CIN_MIA,MIA,CIN,19,7,37
2020_13_CLE_TEN,TEN,CLE,35,41,85
2020_13_DAL_BAL,BAL,DAL,34,17,50
2020_13_DEN_KC,KC,DEN,22,16,73
2020_13_DET_CHI,CHI,DET,30,34,88
2020_13_IND_HOU,HOU,IND,20,26,77
2020_13_JAX_MIN,MIN,JAX,27,24,89
2020_13_LA_ARI,ARI,LA,28,38,74
2020_13_LV_NYJ,NYJ,LV,28,31,90
2020_13_NE_LAC,LAC,NE,0,45,0
2020_13_NO_ATL,ATL,NO,16,21,76
2020_13_NYG_SEA,SEA,NYG,12,17,71
2020_13_PHI_GB,GB,PHI,30,16,53
2020_13_WAS_PIT,PIT,WAS,17,23,74
2020_14_ARI_NYG,NYG,ARI,7,26,27
2020_14_ATL_LAC,LAC,ATL,20,17,85
2020_14_BAL_CLE,CLE,BAL,42,47,89
2020_14_DAL_CIN,CIN,DAL,7,30,23
2020_14_DEN_CAR,CAR,DEN,27,32,84
2020_14_GB_DET,DET,GB,24,31,77
2020_14_HOU_CHI,CHI,HOU,36,7,19
2020_14_IND_LV,LV,IND,27,44,61
2020_14_KC_MIA,MIA,KC,27,33,82
2020_14_MIN_TB,TB,MIN,26,14,54
2020_14_NE_LA,LA,NE,24,3,13
2020_14_NO_PHI,PHI,NO,24,21,88
2020_14_NYJ_SEA,SEA,NYJ,40,3,8
2020_14_PIT_BUF,BUF,PIT,26,15,58
2020_14_TEN_JAX,JAX,TEN,10,31,32
2020_14_WAS_SF,SF,WAS,15,23,65
2020_15_BUF_DEN,DEN,BUF,19,48,40
2020_15_CAR_GB,GB,CAR,24,16,67
2020_15_CHI_MIN,MIN,CHI,27,33,82
2020_15_CLE_NYG,NYG,CLE,6,20,30
2020_15_DET_TEN,TEN,DET,46,25,54
2020_15_HOU_IND,IND,HOU,27,20,74
2020_15_JAX_BAL,BAL,JAX,40,14,35
2020_15_KC_NO,NO,KC,29,32,91
2020_15_LAC_LV,LV,LAC,27,30,90
2020_15_NE_MIA,MIA,NE,22,12,55
2020_15_NYJ_LA,LA,NYJ,20,23,87
2020_15_PHI_ARI,ARI,PHI,33,26,79
2020_15_PIT_CIN,CIN,PIT,27,17,63
2020_15_SEA_WAS,WAS,SEA,15,20,75
2020_15_SF_DAL,DAL,SF,41,33,80
2020_15_TB_ATL,ATL,TB,27,31,87
2020_16_ATL_KC,KC,ATL,17,14,82
2020_16_BUF_NE,NE,BUF,9,38,24
2020_16_CAR_WAS,WAS,CAR,13,20,65
2020_16_CHI_JAX,JAX,CHI,17,41,41
2020_16_CIN_HOU,HOU,CIN,31,37,84
2020_16_CLE_NYJ,NYJ,CLE,23,16,70
2020_16_DEN_LAC,LAC,DEN,19,16,84
2020_16_IND_PIT,PIT,IND,28,24,86
2020_16_LA_SEA,SEA,LA,20,9,45
2020_16_MIA_LV,LV,MIA,25,26,96
2020_16_MIN_NO,NO,MIN,52,33,63
2020_16_NYG_BAL,BAL,NYG,27,13,48
2020_16_PHI_DAL,DAL,PHI,37,17,46
2020_16_SF_ARI,ARI,SF,12,20,60
2020_16_TB_DET,DET,TB,7,47,15
2020_16_TEN_GB,GB,TEN,40,14,35
2020_17_ARI_LA,LA,ARI,18,7,39
2020_17_ATL_TB,TB,ATL,44,27,61
2020_17_BAL_CIN,CIN,BAL,3,38,8
2020_17_DAL_NYG,NYG,DAL,23,19,83
2020_17_GB_CHI,CHI,GB,16,35,46
2020_17_JAX_IND,IND,JAX,28,14,50
2020_17_LAC_KC,KC,LAC,21,38,55
2020_17_LV_DEN,DEN,LV,31,32,97
2020_17_MIA_BUF,BUF,MIA,56,26,46
2020_17_MIN_DET,DET,MIN,35,37,95
2020_17_NO_CAR,CAR,NO,7,33,21
2020_17_NYJ_NE,NE,NYJ,28,14,50
2020_17_PIT_CLE,CLE,PIT,24,22,92
2020_17_SEA_SF,SF,SEA,23,26,88
2020_17_TEN_HOU,HOU,TEN,38,41,93
2020_17_WAS_PHI,PHI,WAS,14,20,70
2020_18_BAL_TEN,TEN,BAL,13,20,65
2020_18_CHI_NO,NO,CHI,21,9,43
2020_18_CLE_PIT,PIT,CLE,37,48,77
2020_18_IND_BUF,BUF,IND,27,24,89
2020_18_LA_SEA,SEA,LA,20,30,67
2020_18_TB_WAS,WAS,TB,23,31,74
2020_19_BAL_BUF,BUF,BAL,17,3,18
2020_19_CLE_KC,KC,CLE,22,17,77
2020_19_LA_GB,GB,LA,32,18,56
2020_19_TB_NO,NO,TB,20,30,67
2020_20_BUF_KC,KC,BUF,38,24,63
2020_20_TB_GB,GB,TB,26,31,84
2020_21_KC_TB,TB,KC,31,9,29
2021_01_ARI_TEN,TEN,ARI,13,38,34
2021_01_BAL_LV,LV,BAL,33,27,82
2021_01_CHI_LA,LA,CHI,34,14,41
2021_01_CLE_KC,KC,CLE,33,29,88
2021_01_DAL_TB,TB,DAL,31,29,94
2021_01_DEN_NYG,NYG,DEN,13,27,48
2021_01_GB_NO,NO,GB,38,3,8
2021_01_JAX_HOU,HOU,JAX,37,21,57
2021_01_LAC_WAS,WAS,LAC,16,20,80
2021_01_MIA_NE,NE,MIA,16,17,94
2021_01_MIN_CIN,CIN,MIN,27,24,89
2021_01_NYJ_CAR,CAR,NYJ,19,14,74
2021_01_PHI_ATL,ATL,PHI,6,32,19
2021_01_PIT_BUF,BUF,PIT,16,23,70
2021_01_SEA_IND,IND,SEA,16,28,57
2021_01_SF_DET,DET,SF,33,41,80
2021_02_ATL_TB,TB,ATL,48,25,52
2021_02_BUF_MIA,MIA,BUF,0,35,0
2021_02_CIN_CHI,CHI,CIN,20,17,85
2021_02_DAL_LAC,LAC,DAL,17,20,85
2021_02_DEN_JAX,JAX,DEN,13,23,57
2021_02_DET_GB,GB,DET,35,17,49
2021_02_HOU_CLE,CLE,HOU,31,21,68
2021_02_KC_BAL,BAL,KC,36,35,97
2021_02_LA_IND,IND,LA,24,27,89
2021_02_LV_PIT,PIT,LV,17,26,65
2021_02_MIN_ARI,ARI,MIN,34,33,97
2021_02_NE_NYJ,NYJ,NE,6,25,24
2021_02_NO_CAR,CAR,NO,26,7,27
2021_02_NYG_WAS,WAS,NYG,30,29,97
2021_02_SF_PHI,PHI,SF,11,17,65
2021_02_TEN_SEA,SEA,TEN,30,33,91
2021_03_ARI_JAX,JAX,ARI,19,31,61
2021_03_ATL_NYG,NYG,ATL,14,17,82
2021_03_BAL_DET,DET,BAL,17,19,89
2021_03_CAR_HOU,HOU,CAR,9,24,38
2021_03_CHI_CLE,CLE,CHI,26,6,23
2021_03_CIN_PIT,PIT,CIN,10,24,42
2021_03_GB_SF,SF,GB,28,30,93
2021_03_IND_TEN,TEN,IND,25,16,64
2021_03_LAC_KC,KC,LAC,24,30,80
2021_03_MIA_LV,LV,MIA,31,28,90
2021_03_NO_NE,NE,NO,13,28,46
2021_03_NYJ_DEN,DEN,NYJ,26,0,0
2021_03_PHI_DAL,DAL,PHI,41,21,51
2021_03_SEA_MIN,MIN,SEA,30,17,57
2021_03_TB_LA,LA,TB,34,24,71
2021_03_WAS_BUF,BUF,WAS,43,21,49
2021_04_ARI_LA,LA,ARI,20,37,54
2021_04_BAL_DEN,DEN,BAL,7,23,30
2021_04_CAR_DAL,DAL,CAR,36,28,78
2021_04_CLE_MIN,MIN,CLE,7,14,50
2021_04_DET_CHI,CHI,DET,24,14,58
2021_04_HOU_BUF,BUF,HOU,40,0,0
2021_04_IND_MIA,MIA,IND,17,27,63
2021_04_JAX_CIN,CIN,JAX,24,21,88
2021_04_KC_PHI,PHI,KC,30,42,71
2021_04_LV_LAC,LAC,LV,28,14,50
2021_04_NYG_NO,NO,NYG,21,27,78
2021_04_PIT_GB,GB,PIT,27,17,63
2021_04_SEA_SF,SF,SEA,21,28,75
2021_04_TB_NE,NE,TB,17,19,89
2021_04_TEN_NYJ,NYJ,TEN,27,24,89
2021_04_WAS_ATL,ATL,WAS,30,34,88
2021_05_BUF_KC,KC,BUF,20,38,53
2021_05_CHI_LV,LV,CHI,9,20,45
2021_05_CLE_LAC,LAC,CLE,47,42,89
2021_05_DEN_PIT,PIT,DEN,27,19,70
2021_05_DET_MIN,MIN,DET,19,17,89
2021_05_GB_CIN,CIN,GB,22,25,88
2021_05_IND_BAL,BAL,IND,31,25,81
2021_05_LA_SEA,SEA,LA,17,26,65
2021_05_MIA_TB,TB,MIA,45,17,38
2021_05_NE_HOU,HOU,NE,22,25,88
2021_05_NO_WAS,WAS,NO,22,33,67
2021_05_NYG_DAL,DAL,NYG,44,20,45
2021_05_NYJ_ATL,ATL,NYJ,27,20,74
2021_05_PHI_CAR,CAR,PHI,18,21,86
2021_05_SF_ARI,ARI,SF,17,10,59
2021_05_TEN_JAX,JAX,TEN,19,37,51
2021_06_ARI_CLE,CLE,ARI,14,37,38
2021_06_BUF_TEN,TEN,BUF,34,31,91
2021_06_CIN_DET,DET,CIN,11,34,32
2021_06_DAL_NE,NE,DAL,29,35,83
2021_06_GB_CHI,CHI,GB,14,24,58
2021_06_HOU_IND,IND,HOU,31,3,10
2021_06_KC_WAS,WAS,KC,13,31,42
2021_06_LA_NYG,NYG,LA,11,38,29
2021_06_LAC_BAL,BAL,LAC,34,6,18
2021_06_LV_DEN,DEN,LV,24,34,71
2021_06_MIA_JAX,JAX,MIA,23,20,87
2021_06_MIN_CAR,CAR,MIN,28,34,82
2021_06_SEA_PIT,PIT,SEA,23,20,87
2021_06_TB_PHI,PHI,TB,22,28,79
2021_07_ATL_MIA,MIA,ATL,28,30,93
2021_07_CAR_NYG,NYG,CAR,25,3,12
2021_07_CHI_TB,TB,CHI,38,3,8
2021_07_CIN_BAL,BAL,CIN,17,41,41
2021_07_DEN_CLE,CLE,DEN,17,14,82
2021_07_DET_LA,LA,DET,28,19,68
2021_07_HOU_ARI,ARI,HOU,31,5,16
2021_07_IND_SF,SF,IND,18,30,60
2021_07_KC_TEN,TEN,KC,27,3,11
2021_07_NO_SEA,SEA,NO,10,13,77
2021_07_NYJ_NE,NE,NYJ,54,13,24
2021_07_PHI_LV,LV,PHI,33,22,67
2021_07_WAS_GB,GB,WAS,24,10,42
2021_08_CAR_ATL,ATL,CAR,13,19,68
2021_08_CIN_NYJ,NYJ,CIN,34,31,91
2021_08_DAL_MIN,MIN,DAL,16,20,80
2021_08_GB_ARI,ARI,GB,21,24,88
2021_08_JAX_SEA,SEA,JAX,31,7,23
2021_08_LA_HOU,HOU,LA,22,38,58
2021_08_MIA_BUF,BUF,MIA,26,11,42
2021_08_NE_LAC,LAC,NE,24,27,89
2021_08_NYG_KC,KC,NYG,20,17,85
2021_08_PHI_DET,DET,PHI,6,44,14
2021_08_PIT_CLE,CLE,PIT,10,15,67
2021_08_SF_CHI,CHI,SF,22,33,67
2021_08_TB_NO,NO,TB,36,27,75
2021_08_TEN_IND,IND,TEN,31,34,91
2021_08_WAS_DEN,DEN,WAS,17,10,59
2021_09_ARI_SF,SF,ARI,17,31,55
2021_09_ATL_NO,NO,ATL,25,27,93
2021_09_BUF_JAX,JAX,BUF,9,6,67
2021_09_CHI_PIT,PIT,CHI,29,27,93
2021_09_CLE_CIN,CIN,CLE,16,41,39
2021_09_DEN_DAL,DAL,DEN,16,30,53
2021_09_GB_KC,KC,GB,13,7,54
2021_09_HOU_MIA,MIA,HOU,17,9,53
2021_09_LAC_PHI,PHI,LAC,24,27,89
2021_09_LV_NYG,NYG,LV,23,16,70
2021_09_MIN_BAL,BAL,MIN,34,31,91
2021_09_NE_CAR,CAR,NE,6,24,25
2021_09_NYJ_IND,IND,NYJ,45,30,67
2021_09_TEN_LA,LA,TEN,16,28,57
2021_10_ATL_DAL,DAL,ATL,43,3,7
2021_10_BAL_MIA,MIA,BAL,22,10,45
2021_10_BUF_NYJ,NYJ,BUF,17,45,38
2021_10_CAR_ARI,ARI,CAR,10,34,29
2021_10_CLE_NE,NE,CLE,45,7,16
2021_10_DET_PIT,PIT,DET,16,16,100
2021_10_JAX_IND,IND,JAX,23,17,74
2021_10_KC_LV,LV,KC,14,41,34
2021_10_LA_SF,SF,LA,31,10,32
2021_10_MIN_LAC,LAC,MIN,20,27,74
2021_10_NO_TEN,TEN,NO,23,21,91
2021_10_PHI_DEN,DEN,PHI,13,30,43
2021_10_SEA_GB,GB,SEA,17,0,0
2021_10_TB_WAS,WAS,TB,29,19,66
2021_11_ARI_SEA,SEA,ARI,13,23,57
2021_11_BAL_CHI,CHI,BAL,13,16,81
2021_11_CIN_LV,LV,CIN,13,32,41
2021_11_DAL_KC,KC,DAL,19,9,47
2021_11_DET_CLE,CLE,DET,13,10,77
2021_11_GB_MIN,MIN,GB,34,31,91
2021_11_HOU_TEN,TEN,HOU,13,22,59
2021_11_IND_BUF,BUF,IND,15,41,37
2021_11_MIA_NYJ,NYJ,MIA,17,24,71
2021_11_NE_ATL,ATL,NE,0,25,0
2021_11_NO_PHI,PHI,NO,40,29,73
2021_11_NYG_TB,TB,NYG,30,10,33
2021_11_PIT_LAC,LAC,PIT,41,37,90
2021_11_SF_JAX,JAX,SF,10,30,33
2021_11_WAS_CAR,CAR,WAS,21,27,78
2021_12_ATL_JAX,JAX,ATL,14,21,67
2021_12_BUF_NO,NO,BUF,6,31,19
2021_12_CAR_MIA,MIA,CAR,33,10,30
2021_12_CHI_DET,DET,CHI,14,16,88
2021_12_CLE_BAL,BAL,CLE,16,10,63
2021_12_LA_GB,GB,LA,36,28,78
2021_12_LAC_DEN,DEN,LAC,28,13,46
2021_12_LV_DAL,DAL,LV,33,36,92
2021_12_MIN_SF,SF,MIN,34,26,76
2021_12_NYJ_HOU,HOU,NYJ,14,21,67
2021_12_PHI_NYG,NYG,PHI,13,7,54
2021_12_PIT_CIN,CIN,PIT,41,10,24
2021_12_SEA_WAS,WAS,SEA,17,15,88
2021_12_TB_IND,IND,TB,31,38,82
2021_12_TEN_NE,NE,TEN,36,13,36
2021_13_ARI_CHI,CHI,ARI,22,33,67
2021_13_BAL_PIT,PIT,BAL,20,19,95
2021_13_DAL_NO,NO,DAL,17,27,63
2021_13_DEN_KC,KC,DEN,22,9,41
2021_13_IND_HOU,HOU,IND,0,31,0
2021_13_JAX_LA,LA,JAX,37,7,19
2021_13_LAC_CIN,CIN,LAC,22,41,54
2021_13_MIN_DET,DET,MIN,29,27,93
2021_13_NE_BUF,BUF,NE,10,14,71
2021_13_NYG_MIA,MIA,NYG,20,9,45
2021_13_PHI_NYJ,NYJ,PHI,18,33,55
2021_13_SF_SEA,SEA,SF,30,23,77
2021_13_TB_ATL,ATL,TB,17,30,57
2021_13_WAS_LV,LV,WAS,15,17,88
2021_14_ATL_CAR,CAR,ATL,21,29,72
2021_14_BAL_CLE,CLE,BAL,24,22,92
2021_14_BUF_TB,TB,BUF,33,27,82
2021_14_CHI_GB,GB,CHI,45,30,67
2021_14_DAL_WAS,WAS,DAL,20,27,74
2021_14_DET_DEN,DEN,DET,38,10,26
2021_14_JAX_TEN,TEN,JAX,20,0,0
2021_14_LA_ARI,ARI,LA,23,30,77
2021_14_LV_KC,KC,LV,48,9,19
2021_14_NO_NYJ,NYJ,NO,9,30,30
2021_14_NYG_LAC,LAC,NYG,37,21,57
2021_14_PIT_MIN,MIN,PIT,36,28,78
2021_14_SEA_HOU,HOU,SEA,13,33,39
2021_14_SF_CIN,CIN,SF,23,26,88
2021_15_ARI_DET,DET,ARI,30,12,40
2021_15_ATL_SF,SF,ATL,31,13,42
2021_15_CAR_BUF,BUF,CAR,31,14,45
2021_15_CIN_DEN,DEN,CIN,10,15,67
2021_15_DAL_NYG,NYG,DAL,6,21,29
2021_15_GB_BAL,BAL,GB,30,31,97
2021_15_HOU_JAX,JAX,HOU,16,30,53
2021_15_KC_LAC,LAC,KC,28,34,82
2021_15_LV_CLE,CLE,LV,14,16,88
2021_15_MIN_CHI,CHI,MIN,9,17,53
2021_15_NE_IND,IND,NE,27,17,63
2021_15_NO_TB,TB,NO,0,9,0
2021_15_NYJ_MIA,MIA,NYJ,31,24,77
2021_15_SEA_LA,LA,SEA,20,10,50
2021_15_TEN_PIT,PIT,TEN,19,13,68
2021_15_WAS_PHI,PHI,WAS,27,17,63
2021_16_BAL_CIN,CIN,BAL,41,21,51
2021_16_BUF_NE,NE,BUF,21,33,64
2021_16_CHI_SEA,SEA,CHI,24,25,96
2021_16_CLE_GB,GB,CLE,24,22,92
2021_16_DEN_LV,LV,DEN,17,13,76
2021_16_DET_ATL,ATL,DET,20,16,80
2021_16_IND_ARI,ARI,IND,16,22,73
2021_16_JAX_NYJ,NYJ,JAX,26,21,81
2021_16_LA_MIN,MIN,LA,23,30,77
2021_16_LAC_HOU,HOU,LAC,41,29,71
2021_16_MIA_NO,NO,MIA,3,20,15
2021_16_NYG_PHI,PHI,NYG,34,10,29
2021_16_PIT_KC,KC,PIT,36,10,28
2021_16_SF_TEN,TEN,SF,20,17,85
2021_16_TB_CAR,CAR,TB,6,32,19
2021_16_WAS_DAL,DAL,WAS,56,14,25
2021_17_ARI_DAL,DAL,ARI,22,25,88
2021_17_ATL_BUF,BUF,ATL,29,15,52
2021_17_CAR_NO,NO,CAR,18,10,56
2021_17_CLE_PIT,PIT,CLE,26,14,54
2021_17_DEN_LAC,LAC,DEN,34,13,38
2021_17_DET_SEA,SEA,DET,51,29,57
2021_17_HOU_SF,SF,HOU,23,7,30
2021_17_JAX_NE,NE,JAX,50,10,20
2021_17_KC_CIN,CIN,KC,34,31,91
2021_17_LA_BAL,BAL,LA,19,20,95
2021_17_LV_IND,IND,LV,20,23,87
2021_17_MIA_TEN,TEN,MIA,34,3,9
2021_17_MIN_GB,GB,MIN,37,10,27
2021_17_NYG_CHI,CHI,NYG,29,3,10
2021_17_PHI_WAS,WAS,PHI,16,20,80
2021_17_TB_NYJ,NYJ,TB,24,28,86
2021_18_CAR_TB,TB,CAR,41,17,41
2021_18_CHI_MIN,MIN,CHI,31,17,55
2021_18_CIN_CLE,CLE,CIN,21,16,76
2021_18_DAL_PHI,PHI,DAL,26,51,51
2021_18_GB_DET,DET,GB,37,30,81
2021_18_IND_JAX,JAX,IND,26,11,42
2021_18_KC_DEN,DEN,KC,24,28,86
2021_18_LAC_LV,LV,LAC,35,32,91
2021_18_NE_MIA,MIA,NE,33,24,73
2021_18_NO_ATL,ATL,NO,20,30,67
2021_18_NYJ_BUF,BUF,NYJ,27,10,37
2021_18_PIT_BAL,BAL,PIT,13,16,81
2021_18_SEA_ARI,ARI,SEA,30,38,79
2021_18_SF_LA,LA,SF,24,27,89
